action,proto,source,src_port,direction,destination,dst_port,msg
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Strictor HTTP Response - Brazil Geolocated Infected User"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Strictor HTTP Response - Non-Brazil Geolocated Infected User"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.ExplorerHijack variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""PUA-ADWARE Lucky Leap Adware outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""PUA-ADWARE Lucky Leap Adware outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Symmi variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,1024:,"""MALWARE-CNC Win.Trojan.Glupteba.M initial outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain titan2014.sytes.net - Win.Trojan.Zbot/Bublik"""
alert,tcp,$EXTERNAL_NET,1600:1604,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Zbot/Bublik inbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,1600:1604,"""MALWARE-CNC Win.Trojan.Zbot/Bublik outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,1600:1604,"""MALWARE-CNC Win.Trojan.Zbot/Bublik outbound connection"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL SSLv3 heartbeat read overrun attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL TLSv1 heartbeat read overrun attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1.1 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1.2 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL SSLv3 heartbeat read overrun attempt - vulnerable client response"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL TLSv1 heartbeat read overrun attempt - vulnerable client response"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt - vulnerable client response"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt - vulnerable client response"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]","""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain eimqqakugeccgwak.org - Win.Trojan.Ramdo"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain uogwoigiuweyccsw.org - Win.Trojan.Ramdo"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,443,"""SERVER-OTHER OpenSSL Heartbleed masscan access exploitation attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Malicious BitCoiner Miner download - Win.Trojan.Minerd"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Malicious BitCoiner Miner download - Win.Trojan.Systema"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Win.Trojan.Agent E-FAX phishing attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-OTHER Win.Trojan.Agent E-FAX phishing attempt"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Win.Trojan.Agent Funeral ceremony phishing attempt"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain universal2010.no-ip.org - Win.Worm.Dunihi"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1.1 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1.1 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1.2 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1.2 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1.1 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,"[21, 25, 443, 465, 636, 992, 993, 995, 2484]",unidirectional,$EXTERNAL_NET,any,"""SERVER-OTHER OpenSSL TLSv1.2 large heartbeat response - possible ssl heartbleed attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.SpySmall variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.SpySmall variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""BLACKLIST User-Agent known malicious user agent - User-Agent User-Agent Mozilla"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""EXPLOIT-KIT Multiple exploit kit redirection gate"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""MALWARE-BACKDOOR Win.Backdoor.Hikit outbound banner response"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain www.casting.diamondhostess.hu- Win.Trojan.SpyBanker"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain www.uslugi-ryazan.ru - Win.Trojan.SpyBanker"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.MadnessPro outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Rootkit.Necurs outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zbot variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""BLACKLIST User-Agent known malicious user agent - User-Agent hello crazyk"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos password stealing attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection"""
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,"[16464, 16465, 16470, 16471]","""MALWARE-CNC Win.Trojan.ZeroAccess inbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Banker variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Banker variant outbound connection"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Andromeda HTTP proxy response attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Worm.VBNA variant check-in attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zusy variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.MSIL variant outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain indo.msname.org"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Injector variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.CryptoWall downloader attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.CryptoWall outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Symmi variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.SDBot variant outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain disk57.com - Win.Trojan.Androm"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Androm Click Fraud Request"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Androm Click Fraud Request"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Androm variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Papras variant outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain nanoseklo.net - Win.Trojan.HW32"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,25,"""MALWARE-CNC Win.Trojan.HW32 variant spam attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Symmi variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""INDICATOR-COMPROMISE MinerDeploy monitor request attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Andr.Trojan.SMSSend outbound connection"""
alert,udp,$EXTERNAL_NET,53,unidirectional,$HOME_NET,any,"""BLACKLIST DNS reverse lookup response for known malware domain spheral.ru - Win.Trojan.Glupteba"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Glupteba C&C server HELLO request to client"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Glupteba C&C server READD command to client"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Glupteba C&C server READY command to client"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Glupteba payload download request"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""MALWARE-CNC Win.Trojan.Glupteba client response/authenticate to C&C server"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain hslh.sytes.net - Win.Worm.Jenxcus"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Tinybanker variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Tinybanker variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Andr.Trojan.Scarelocker outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Tirabot variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Badur download attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Badur variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Banker.Delf variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Graftor variant outbound connection"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Delf variant HTTP Response"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Delf variant outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain eduarditopallares.mooo.com - Win.Trojan.VBKrypt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$FTP_PORTS,"""POLICY-OTHER QLogic Switch 5600/5800 default ftp login attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$FTP_PORTS,"""POLICY-OTHER QLogic Switch 5600/5800 default ftp login attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain saltsecond.net - Win.Trojan.Symmi"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain southblood.net - Win.Trojan.Symmi"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Symmi variant HTTP response attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Symmi variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Banker variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""EXPLOIT-KIT Astrum exploit kit multiple exploit download request"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Chebri variant outbound connection"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""OS-OTHER Bash CGI environment variable injection attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""OS-OTHER Bash CGI environment variable injection attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""OS-OTHER Bash CGI environment variable injection attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""OS-OTHER Bash CGI environment variable injection attempt"""
alert,udp,$HOME_NET,67,unidirectional,$HOME_NET,68,"""OS-OTHER Malicious DHCP server bash environment variable injection attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""BLACKLIST User-Agent known malicious user-agent string - Install - Win.Backdoor.Upatre"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""BLACKLIST User-Agent known malicious user-agent string - Treck - Win.Backdoor.Upatre"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Fake Delta Ticket HTTP Response phishing attack"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""MALWARE-CNC Linux.Backdoor.Flooder inbound connection attempt - command"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,23,"""MALWARE-CNC Linux.Backdoor.Flooder outbound telnet connection attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""MALWARE-CNC Linux.Backdoor.Flooder outbound connection"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$SMTP_SERVERS,25,"""OS-OTHER Bash environment variable injection attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$SMTP_SERVERS,25,"""OS-OTHER Bash environment variable injection attempt"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""OS-OTHER Bash environment variable injection attempt"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Asprox inbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Asprox outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Asprox outbound connection"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""OS-OTHER Bash environment variable injection attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zemot configuration download attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zemot outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zemot payload download attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain av4.microsoftsp3.com - Win.Trojan.Plugx"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain java.ns1.name - Win.Trojan.Plugx"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"[53, 80, 443, 5432]","""MALWARE-CNC WIN.Trojan.Plugx variant outbound connection"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Backdoor.ZxShell connection incoming attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""MALWARE-CNC Win.Backdoor.ZxShell connection outgoing attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""MALWARE-CNC Win.Trojan.Zxshell variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Graftor variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Cryptowall variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Hydraq.variant outbound detected"""
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Sinkhole reply - irc-sinkhole.cert.pl"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain good.myftp.org - Win.Trojan.Farfi"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Androm variant outbound connection"""
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain tiptronic.soxx.us - Scarsi Trojan"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Symmi variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Symmi variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Geodo variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Worm.Jenxcus variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Sodebral variant outbound connection"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Sodebral HTTP Response attempt"""
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Sodebral HTTP Response attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""BLACKLIST User-Agent known malicious user-agent string RUpdate"""
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain mail.q0v.pl - Group 74"""
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain natoexhibitionff14.com - Group 74"""
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain q0v.pl - Group 74"""
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain qov.hu.com - Group 74"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Chopstick variant outbound request"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Chopstick variant outbound request"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Dropper.Ch variant outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC FIN4 VBA Macro credentials upload attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Darkhotel outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Darkhotel outbount connection attempt"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Darkhotel outbound connection"""
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Darkhotel data upload attempt"""
