action,proto,source,src_port,direction,destination,dst_port,msg,options,options_signature
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain jebena.ananikolic.su - Malware.HPsus/Palevo-B""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|06|jebena|0A|ananikolic|02|su|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-OTHER malicious redirection attempt""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""a=YWZmaWQ9MDUyODg""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-MOBILE Android/Fakelash.A!tr.spy trojan command and control channel traffic""","['flow', 'http_uri', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/data.php?action=""', 'nocase']), ('content', ['""&m=""', 'distance 0', 'nocase']), ('content', ['""&p=""', 'distance 0', 'nocase']), ('content', ['""&n=""', 'distance 0', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""INDICATOR-COMPROMISE IP only webpage redirect attempt""","['flow', 'file_data', 'content', 'pcre', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""<html><head><meta http-equiv=|22|refresh""']), ('pcre', ['""/^[^>]*\\x2f\\x2f\\d{1', '3}\\x2e\\d{1', '3}\\x2e\\d{1', '3}\\x2e\\d{1', '3}/sR""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""INDICATOR-COMPROMISE IP only webpage redirect attempt""","['flow', 'file_data', 'content', 'pcre', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""document.location=""']), ('pcre', ['""/^[^>]*\\x2f\\x2f\\d{1', '3}\\x2e\\d{1', '3}\\x2e\\d{1', '3}\\x2e\\d{1', '3}/sR""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,84,"""MALWARE-OTHER Malicious UA detected on non-standard port""","['flow', 'content', 'detection_filter']","[('flow', ['to_server', 'established']), ('content', ['""User-Agent|3A| Mozilla/5.0 |28|Windows|3B| U|3B| MSIE 9.0|3B| Windows NT 9.0|3B| en-US|29|""']), ('detection_filter', ['track by_src', ' count 1', ' seconds 120'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$SMTP_SERVERS,25,"""POLICY-SPAM 1.usa.gov URL in email","['flow', 'file_data', 'content', 'pcre', 'service']","[('flow', ['to_server', ' established']), ('file_data', ''), ('content', ['""http|3A 2F 2F|1.usa.gov""']), ('pcre', ['""/http\\x3A\\x2f\\x2f1\\.usa\\.gov\\x2f[a-f0-9]{6', '8}/smi""']), ('service', ['smtp'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Potential Banking Trojan Config File Download""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['11']), ('http_uri', ''), ('content', ['""|2F|Config|2E|txt""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""Mozilla|2F|3|2E|0|20 28|compatible|3B 20|Indy|20|Library|29 0D 0A|""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Dorkbot variant outbound connection""","['flow', 'http_uri', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['"".php?ip=""']), ('content', ['""&os=""', 'distance 0']), ('content', ['""&name=""', 'distance 0']), ('content', ['""&id=""', 'distance 0']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_method', 'content', 'http_uri', 'content', 'http_header', 'content', 'content', 'content', 'content', 'http_client_body', 'content', 'pkt_data', 'content', 'byte_test', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['11<=>20']), ('http_method', ''), ('content', ['""POST""']), ('http_uri', ''), ('content', ['"".php""']), ('http_header', ''), ('content', ['""|3B 20|MSIE|20|""']), ('content', ['!""|0D 0A|Accept|2D|Language|3A|""']), ('content', ['!""|0D 0A|Referer|3A|""']), ('content', ['!""|0D 0A|Cookie|3A|""']), ('http_client_body', ''), ('content', ['!""Content-Disposition""']), ('pkt_data', ''), ('content', ['""Content-Length: ""', 'nocase']), ('byte_test', ['8', '<', '369', '0', 'string', 'relative']), ('http_client_body', ''), ('pcre', ['""/[^\\x20-\\x7e\\x0d\\x0a]{4}/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC ZeroAccess Clickserver callback""","['flow', 'http_raw_uri', 'bufferlen', 'pkt_data', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['95']), ('pkt_data', ''), ('content', ['"" HTTP/1.0|0D 0A|Host:""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('pcre', ['""/^\\x2f[A-Z\\d]{83}\\x3d[A-Z\\d]{10}$/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""BLACKLIST User-Agent known malicious user agent - NewBrandTest""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A 20|NewBrandTest|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.ZeroAccess URI and Referer""","['flow', 'http_raw_uri', 'bufferlen', 'http_header', 'content', 'http_uri', 'pcre', 'http_header', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['52']), ('http_header', ''), ('content', ['""/s/?k=""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('pcre', ['""/^\\x2f[a-z0-9]{51}$/i""']), ('http_header', ''), ('pcre', ['""/Referer\\x3a\\s*?http\\x3a\\x2f{2}[a-z0-9\\x2e\\x2d]+\\x2fs\\x2f\\x3fk\\x3d/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Worm.Gamarue variant outbound connection""","['flow', 'http_method', 'content', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('http_raw_uri', ''), ('bufferlen', ['12']), ('http_uri', ''), ('content', ['""/a/image.php""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""User-Agent|3A 20|Mozilla/4.0|0D 0A|""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Skintrim variant outbound connection""","['flow', 'http_method', 'content', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('http_uri', ''), ('content', ['""/bin/check.php?cv=""']), ('http_header', ''), ('content', ['""ThIs_Is_tHe_bouNdaRY_$""', 'fast_pattern']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Rombrast variant outbound connection""","['flow', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/file.aspx?file=""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""ksp/WS""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.BancosBanload variant outbound connection""","['flow', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['"".gif""']), ('http_header', ''), ('content', ['""|0D 0A|Accept|2D|Encoding|3A 20|gzip|2C|deflateidentity|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Buterat variant outbound connection""","['flow', 'http_header', 'content', 'content', 'http_raw_uri', 'bufferlen', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""From|3A|""']), ('content', ['""Via|3A|""']), ('http_raw_uri', ''), ('bufferlen', ['13']), ('http_uri', ''), ('pcre', ['""/^\\x2f\\d{3}\\x2f\\d{3}\\x2ehtml$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Buzus variant outbound connection""","['flow', 'http_uri', 'content', 'content', 'http_header', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/default.aspx?ver=""']), ('content', ['""&uid=""', 'distance 0']), ('http_header', ''), ('content', ['""|3B 20|MRA|20|5.10|20|""']), ('http_uri', ''), ('pcre', ['""/\\x26uid\\x3d[a-f0-9]{16}($|\\x26)/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-OTHER Request for a non-legit postal receipt""","['flow', 'http_uri', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['"".php?php=receipt""', 'fast_pattern', 'nocase']), ('pcre', ['""/\\x2f[a-z0-9]+\\.php\\?php\\x3dreceipt$/i""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""APP-DETECT Acunetix web vulnerability scan attempt""","['flow', 'flowbits', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('flowbits', ['set', 'acunetix-scan']), ('http_header', ''), ('content', ['""Acunetix-""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""APP-DETECT Acunetix web vulnerability scanner probe attempt""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/acunetix-wvs-test-for-some-inexistent-file""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""APP-DETECT Acunetix web vulnerability scanner authentication attempt""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""password=g00dPa$$w0rD""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""APP-DETECT Acunetix web vulnerability scanner RFI attempt""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""src=/testasp.vulnweb.com/""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""APP-DETECT Acunetix web vulnerability scanner base64 XSS attempt""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""PHNjcmlwdD""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""APP-DETECT Acunetix web vulnerability scanner URI injection attempt""","['flow', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""http:/www.acunetix.com""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""Acunetix-""', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""APP-DETECT Acunetix web vulnerability scanner prompt XSS attempt""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""<ScRiPt>prompt(""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""APP-DETECT Acunetix web vulnerability scanner XSS attempt""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['"">=|5C|xa2""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Pushdo Spiral Traffic""","['flow', 'http_method', 'content', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('http_raw_uri', ''), ('bufferlen', ['39']), ('http_uri', ''), ('content', ['""/?ptrxcz_""', 'fast_pattern', 'nocase']), ('pcre', ['""/^\\x2f\\x3fptrxcz\\x5f[a-zA-Z0-9]{30}$/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Necurs Rootkit sba.cgi""","['flow', 'http_method', 'content', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('http_raw_uri', ''), ('bufferlen', ['16']), ('http_uri', ''), ('content', ['""/cgi-bin/sba.cgi""', 'fast_pattern', 'nocase']), ('http_client_body', ''), ('pcre', ['""/[^\\x20-\\x7e\\x0d\\x0a]{4}/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Necurs Rootkit op.cgi""","['flow', 'http_method', 'content', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('http_raw_uri', ''), ('bufferlen', ['15']), ('http_uri', ''), ('content', ['""/cgi-bin/op.cgi""', 'fast_pattern', 'nocase']), ('http_client_body', ''), ('pcre', ['""/[^\\x20-\\x7e\\x0d\\x0a]{4}/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,443,"""MALWARE-CNC Win.Trojan.Symmi variant outbound connection""","['flow', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('content', ['""lfstream|26|""', 'depth 9', 'offset 8']), ('pcre', ['""/^POST\\x20\\x2fg[ao]lfstream\\x26/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-MOBILE Apple iPod User-Agent detected""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['established', 'to_server']), ('http_header', ''), ('content', ['""User-Agent|3A|""']), ('content', ['""iPod""', 'distance 0', 'fast_pattern']), ('pcre', ['""/^User-Agent\\x3a[^\\r\\n]*iPod/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-MOBILE Apple iPad User-Agent detected""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['established', 'to_server']), ('http_header', ''), ('content', ['""User-Agent|3A|""']), ('content', ['""iPad""', 'distance 0', 'fast_pattern']), ('pcre', ['""/^User-Agent\\x3a[^\\r\\n]*iPad/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-MOBILE Apple iPhone User-Agent detected""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['established', 'to_server']), ('http_header', ''), ('content', ['""User-Agent|3A|""']), ('content', ['""iPhone""', 'distance 0', 'fast_pattern']), ('pcre', ['""/^User-Agent\\x3a[^\\r\\n]*iPhone/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-MOBILE Android User-Agent detected""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['established', 'to_server']), ('http_header', ''), ('content', ['""User-Agent|3A|""']), ('content', ['""android""', 'distance 0', 'fast_pattern', 'nocase']), ('pcre', ['""/^User-Agent\\x3a[^\\r\\n]*android/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-MOBILE Nokia User-Agent detected""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['established', 'to_server']), ('http_header', ''), ('content', ['""User-Agent|3A|""']), ('content', ['""nokia""', 'distance 0', 'fast_pattern', 'nocase']), ('pcre', ['""/^User-Agent\\x3a[^\\r\\n]*nokia/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-MOBILE Samsung User-Agent detected""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['established', 'to_server']), ('http_header', ''), ('content', ['""User-Agent|3A|""']), ('content', ['""Samsung""', 'distance 0', 'fast_pattern', 'nocase']), ('pcre', ['""/^User-Agent\\x3a[^\\r\\n]*samsung/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-MOBILE Kindle User-Agent detected""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['established', 'to_server']), ('http_header', ''), ('content', ['""User-Agent|3A|""']), ('content', ['""kindle""', 'distance 0', 'fast_pattern', 'nocase']), ('pcre', ['""/^User-Agent\\x3a[^\\r\\n]*kindle/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""OS-OTHER Nintendo User-Agent detected""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['established', 'to_server']), ('http_header', ''), ('content', ['""User-Agent|3A|""']), ('content', ['""nintendo""', 'distance 0', 'fast_pattern', 'nocase']), ('pcre', ['""/^User-Agent\\x3a[^\\r\\n]*nintendo/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Rootkit.Necurs possible URI with encrypted POST""","['flow', 'http_method', 'content', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('http_raw_uri', ''), ('bufferlen', ['15']), ('http_uri', ''), ('content', ['""/admin/host.php""', 'fast_pattern', 'nocase']), ('http_client_body', ''), ('pcre', ['""/[^\\x0d\\x0a\\x09\\x20-\\x7e]{4}/""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Fake postal receipt HTTP Response phishing attack""","['flow', 'http_header', 'content', 'file_data', 'pkt_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""|3B 20|filename=PostalReceipt.zip|0D 0A|""', 'fast_pattern', 'nocase']), ('file_data', ''), ('pkt_data', ''), ('content', ['""PostalReceipt.exe""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Fake bookinginfo HTTP Response phishing attack""","['flow', 'http_header', 'content', 'file_data', 'pkt_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""|3B 20|filename=BookingInfo.zip|0D 0A|""', 'fast_pattern', 'nocase']), ('file_data', ''), ('pkt_data', ''), ('content', ['""BookingInfo.exe""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-OTHER Fake bookingdetails HTTP Response phishing attack""","['flow', 'http_header', 'content', 'file_data', 'pkt_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""|3B 20|filename=BookingDetails.zip|0D 0A|""', 'fast_pattern', 'nocase']), ('file_data', ''), ('pkt_data', ''), ('content', ['""BookingDetails.exe""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"['$HTTP_PORTS', 443]","""MALWARE-CNC Win.Trojan.Reventon variant outbound connection""","['flow', 'dsize', 'content', 'service']","[('flow', ['to_server', 'established']), ('dsize', ['4']), ('content', ['""|9A 02 00 00|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Kryptic variant outbound connection""","['flow', 'http_header', 'content', 'http_client_body', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Accept-Language: en-us|3B 0D 0A|""']), ('http_client_body', ''), ('content', ['""wok5VLG.6""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Medfos variant outbound connection""","['flow', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/js/disable.js?type=""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""Accept|3A 20|application/javascript|2C 20 2A 2F 2A 3B|q=0.8""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,1024:65535,"""MALWARE-CNC Win.Trojan.Fakeavlock variant outbound connection""","['flow', 'dsize', 'http_header', 'content', 'http_raw_uri', 'bufferlen', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('dsize', ['267<=>276']), ('http_header', ''), ('content', ['""User-Agent|3A| Mozilla/5.0 (Windows|3B| U|3B| MSIE 9.0|3B| Windows NT 9.0|3B| en-US)|0D 0A|""', 'fast_pattern', 'nocase']), ('http_raw_uri', ''), ('bufferlen', ['159']), ('http_uri', ''), ('pcre', ['""/\\x2f[A-F0-9]{158}/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Trojan Agent YEH variant outbound connection""","['flow', 'http_header', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""|29 3B 28|b|3A|3790|3B|c|3A|INT|2D|6760|3B|l|3A|09|29 0D 0A|""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('pcre', ['""/\\x2f\\?ts\\x3d[a-f0-9]{40}\\x26/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos variant outbound connection""","['flow', 'http_uri', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/cmd.php?cmd=""']), ('content', ['""arq=""', 'distance 0']), ('content', ['""cmd2=""', 'distance 0']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Urausy Botnet variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_header', 'content', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['95<=>102']), ('http_header', ''), ('content', ['""|29 20|Chrome|2F|""']), ('content', ['!""|0A|Accept-Encoding|3A 20|""']), ('http_uri', ''), ('pcre', ['""/^\\x2f[a-z\\x2d\\x5f]{90', '97}\\.php$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Trojan Banker FTC variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'pkt_data', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['18']), ('http_uri', ''), ('content', ['""/listas/out/si.php""', 'fast_pattern', 'nocase']), ('pkt_data', ''), ('content', ['""HTTP/1.0|0D 0A|""', 'depth 10', 'offset 24']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection - MSIE7 No Referer No Cookie""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'pcre', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['1']), ('http_uri', ''), ('content', ['""|2F|""']), ('http_header', ''), ('pcre', ['""/\\r\\nHost\\x3A\\s+[^\\r\\n]*?[bcdfghjklmnpqrstvwxyz]{5', '}[^\\r\\n]*?\\x2Einfo\\r\\n/i""']), ('content', ['!""|0A|Referer|3A|""']), ('content', ['!""|0A|Cookie|3A|""']), ('content', ['""|3B 20|MSIE|20|7.0|3B 20|""']), ('content', ['""|2E|info|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,80,"""APP-DETECT Ammyy remote access tool""","['flow', 'http_method', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('http_header', ''), ('content', ['""|0A|Host|3A 20|rl.ammyy.com|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""EXPLOIT-KIT redirection to driveby download""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""/Home/index.php|22| width=1 height=1 scrolling=no></iframe>""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC GzWaaa outbound data connection""","['flow', 'http_method', 'content', 'http_uri', 'content', 'http_header', 'content', 'http_client_body', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_method', ''), ('content', ['""POST""']), ('http_uri', ''), ('content', ['"".php""']), ('http_header', ''), ('content', ['""User|2D|Agent|3A 20|Mozilla|2F|3.0|20 28|compatible|3B 20|Indy Library|29 0D 0A|""']), ('http_client_body', ''), ('content', ['""form-data|3B| name=|22|userfile|22 3B| filename=""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
